recipient_raw,count
洪判官 泂 之任慶源,2
金校理赴京,2
期叟見寄之,2
權君饒時同直玉堂,2
遂初春雨,2
期叟病榻,2
呈期叟病榻,2
中朝使王敞遊漢江,2
國耳先生,2
黃參議之任慶源府使,2
尹巨源,2
李都事 世佑 赴嶺南,2
蟾上人,2
忠淸道監司朴 安性,2
家兄伯仁,2
李槐山之任,2
酒與魚,2
賞花釣魚,2
閔書狀官,2
房潤甫,2
樓上題詠,2
姜使君年伯,2
子珍,2
遼東敎授官韻 以𪚥聖節使赴燕,2
別德優歸嶺南田園,2
姮娥老娘,2
申使君 胤宗 守永川,2
崔鎭國,2
別我,2
東峯,2
女壻和叔,2
瓊法主,2
別東峯先生之春川舊隱,2
金千齡,2
默齋,2
使,2
金禮翁口占,2
穩城板上,2
連上人,2
柳彥博 溥,2
呈酒軒,2
魚舍人落職歸鄕,2
金寶城希輿之任,2
燕城君金子彥 俊孫 示,2
大同江韻 回文,2
大茂示,2
酒軒簡,2
權同年 碩淳 還鄕 幷,2
男玉亨,2
權同年 碩淳 還鄕 幷序 謹,2
李校理 煕騫,2
朴大茂,2
使相遙寄監司,2
吉城,2
籍田壁,2
可久,2
君度韻還呈,2
朴奎甫 衡文 示韻 奎甫時爲,2
韻 奎甫時爲,2
襄陽東軒,2
江陵東軒韻 上,2
權子復西所壁上,2
安東退老李留守 浤,2
酒軒詠梅,2
金府尹 楊震,2
鄭虛菴希良 詠雪,2
金郊驛,2
張舍人 城,2
金仲容 宗裕 韻 金公時爲靑,2
李節度 子芳,2
伯珍,2
余乙巳所題,2
同行諸君,2
成鄭兩君,2
百宗,2
成上人,2
伯淵謫歸伊川,2
答岑上人,2
薄田,2
洞,2
以慶州,2
雪牛上人歸地異山,2
訓導,2
公瑞,2
菊軒,2
健叔歸咸陽,2
君度寄贈,2
鵝林卿受由歸慶尙道,2
余於溪頭,2
洪先生 貴達,2
於歙谷縣,2
錦江樓船,2
希醇索和,2
德山壁上,2
崔子眞,2
蕭海釣和曾職方,2
曾職方,2
舒川東軒,2
正朝使李君長坤,2
懷奉金姜,2
元霧巷 昊 歎世詞 辛丑,2
靈山縣監申澹解官歸京師 戊申,2
李耕隱及鄭漁隱 仲虔,2
文斗成先生 聃壽 ◇丁未,2
彥卿,2
洪同年彥邦,2
楊提學,2
登樓之,2
于文軒,2
蘇都事元友,2
朴德璋赴賢良科時爲安東判官,2
各贈兩翁,2
兩翁,2
餞別諸公,2
竹窓,2
舟中,2
周景遊 世鵬 題愛日堂奉寄,2
溪堂謝往,2
退溪生辰垂賀長律,2
新寧水亭 幷,2
永興望景樓,2
姜晉山菩提津,2
我之,2
敎授金長卿,2
安孝思 承宗 集勝亭,2
禹牧使,2
京洛,2
直卿還京師,2
仲敬,2
季文洪氏園林韻 名右文,2
直卿,2
仲說惠,2
宋使相恩府,2
宋使相座主,2
景劉,2
長卿寄早梅,2
金倫 傳信錄,2
惠允上人,2
金寺正硉奉使對馬島,2
權相公 鈞 出按關西,2
杜,2
獻之行軒,2
人失題,2
諸君求和,2
雞林尹金伯起 楊震○,2
曹舜卿 致虞 歸養,2
金海之行,2
昌世行軒 幷小,2
李相公觀察平安道,2
亨仲夜吟,2
權上庠,2
成進士 聃齡 見投,2
嶺南尹節度 思愼 無極驛寄示,2
嶺南巡察,2
成上庠 聃齡 投示,2
䃴兒,2
亨仲州官設筵餞行,2
亨仲耆伯,2
顧秀才,2
烏竹軒韻 李思溫軒前,2
李御史黿,2
上副天使,2
楊贍秀才送別,1
山陽,1
賜衣段,1
女道士,1
進士楊贍送別,1
甲辰年冬,1
高員外,1
友人除夜,1
金員外贈巉山淸上人,1
巉山淸上人,1
西京金少尹 峻,1
金川寺主,1
梓谷蘭若獨居僧,1
雲門蘭若智光上人,1
先王樂官,1
寺上房,1
李長官,1
吳進士 巒 歸江南,1
顧雲友使,1
張進士 喬 村居病中,1
顥源上人,1
益源上人,1
山人益源,1
湛之乞墨,1
鄭侍郞敍,1
朴東俊,1
金公 君綏,1
趙亦樂破肉戒,1
皇甫兄弟,1
贈若水,1
贈李上人覺天,1
李上人覺天,1
北原雞林先生,1
月師 幷,1
頤師,1
茶餉謙上人,1
金璿,1
前韻寄鷄林朴先生 仁碩,1
鷄林朴先生 仁碩,1
資福寺留題,1
鄭學士 之元 留題,1
密州大守,1
從兄,1
眉叟求草書 公舅崔司業永濡不,1
山人演之題淸平山滌心亭,1
湛之使北朝,1
金先達蘊珪,1
金相國富轍題使君山,1
黃嶺寺堂頭觀諦上人,1
人赴試,1
李相國題奉嚴寺竹樓,1
張侍郞自牧,1
尹司儀世儒,1
覺禪老,1
金先輩上第還鄕,1
璨師,1
梁校勘寒食日邀飮,1
崔老育才,1
敏師,1
李淸卿,1
寺宗室王禪師,1
安和寺宗室王禪師,1
金秀才懷英,1
足庵聆首座,1
文公,1
寺飮茶,1
崔秘監詵,1
梁閣校,1
潘閬春遊篇,1
同年文員外題甘露寺,1
尹國博威見予詩文,1
文長老路上相逢口占,1
妃子,1
西隣梁閣校,1
吳東閣世文呈誥院諸學士,1
誥院諸學士,1
內省諸郞 左散騎常侍崔詵,1
鄭秀才公賁賀文長老對御談論,1
金君瑗 幷,1
文長老賦橘,1
厚意,1
崔書記正份,1
移船,1
中庸子,1
諸先輩,1
崔伯桓首題,1
同行道士金之命,1
李季才,1
鄕校諸君,1
諸友生,1
諸公嘲,1
友人之尙州,1
沈天曹允章,1
朴還古南遊,1
宿天壽寺,1
宿峰城,1
送客湖上,1
客湖上,1
湖上偶遊,1
塊居空館,1
卽事,1
朱藤杖,1
覺公,1
玄公,1
威,1
威知識 名次威,1
寺敦軾禪老方丈夜酌,1
題白蓮社石臺 師結白蓮社於功,1
尹公,1
聆首座寄林工部 幷,1
林工部 幷,1
宋少卿緝光陪趙相國,1
天壽寺鍾義禪師,1
江南友人,1
板上李祭酒純佑,1
任實郡宰,1
高先生抗中獻廉察尹司業威 幷,1
崔巨龍,1
板上蔡學士寶文梨花,1
甥壻韓韶,1
晉書記公度,1
韓韶,1
甥壻鄭生柔,1
金學士黃文,1
林學士羲叟,1
盧同年携酒見訪有,1
朴上人,1
崔相國詵謝奇平章贈熨石,1
熨石,1
文長老未開金錢花,1
留,1
復答,1
頴僧統壁上所留,1
西京妓眞珠,1
寺醉迴,1
同營諸公,1
渭南潯陽杜校理,1
渭津東望,1
漢江秋晚,1
布袴,1
簽判朴侍郞仁碩,1
安處士,1
徐學錄陵,1
徐公,1
贈崔君,1
贈徐學錄,1
徐學錄,1
於予,1
崔大博,1
崔君宗藩,1
友人之南田居,1
內翰李眉叟坐上,1
禁中諸公,1
咸子眞拜右軍判官有,1
陳翰林題苗正字大隱樓,1
文禪老還本寺,1
金大年贈妓 幷,1
妓 幷,1
書蔟子詩韻贈之,1
友人黃蜀葵,1
文長老聞友人彈琴,1
夏課諸生,1
友人詠橘,1
茶磨,1
崔相國洪胤和琴相國題中書壁上,1
琴相國題中書壁上之什,1
琴相國題壁詩韻奉呈,1
琴相國以任大司成永齡重娶不開,1
任公,1
右拾遺水丘源,1
寺幢禪師,1
郞子囷冬日,1
父老,1
皇甫書記雨中獨詠,1
謝皇甫管記贈扇墨,1
扇墨,1
孫舍人留題詞,1
文學宋君,1
官寮,1
宋文學,1
皇甫書記,1
皇甫書記用東坡哭任遵聖,1
陳少卿和權員外謝人寄躑躅杖,1
權員外謝人寄躑躅杖,1
躑躅杖,1
文禪師哭覺月首座,1
訪來,1
少年,1
李補闕百順,1
同寮金君,1
李道士,1
崔承制正份,1
敎坊妓花羞,1
宋左丞恂節制塞北 席上走筆,1
板上洪書記題位金巖,1
板上庾學士,1
住老比丘,1
禪者,1
黃驪縣宰柳卿老,1
雨絲,1
天使後有,1
此山,1
之上人還山,1
希禪師,1
全君有,1
朴君,1
全履之遊安和寺,1
小妓,1
有,1
寺漣漪亭,1
座上云,1
田祭酒 甫龍幷,1
閑上人問病,1
嵩客,1
思黯,1
樂天心身問答 心問身,1
心問身,1
假滿百日停官自喜,1
朴起注 文秀,1
李侍郞 需 翻詠白爲詠黑詩見,1
白樂天出齋日喜皇甫,1
同寮李相國 仁植,1
之云,1
李侍郞 需,1
黃驪縣宰和前詩見寄賀官,1
前詩見寄賀官,1
賀官,1
白樂天老來生計,1
子姪長短句,1
白樂天負春,1
白樂天春日閑居,1
白樂天在家出家,1
李少卿 需○幷,1
李亞卿 需 和寄地棠花詩 幷,1
寄地棠花詩 幷,1
地棠花詩 幷,1
夢覺,1
名妓御留歡,1
朴學士借伽倻琴,1
家園後小庵,1
戱贈,1
之叙舊,1
李先輩,1
前詩見寄 前詩在集第,1
前詩在集第,1
星山李先輩和前詩來贈,1
趙留院和前詩來呈,1
前詩來呈,1
朴中舍 文秀 和予贈予壻謝加,1
予贈予壻謝加耶琴詩來訪,1
予壻謝加耶琴詩來訪,1
金東閣 冲義 和此詩來贈,1
此詩來贈,1
門生梁信成,1
趙廉右復和,1
復和朴中舍,1
朴中舍,1
李 需 侍郞和加耶琴詩來贈,1
加耶琴詩來贈,1
後洞朴僕射 椐,1
洞名,1
丁秘監和籠字詩來贈,1
籠字詩來贈,1
丁秘監於車君家,1
主老源上人,1
謝曆,1
謝柑,1
幷序 謝墨竹,1
謝丁秘監墨竹影子詩見寄 墨竹,1
墨竹,1
謝丁秘監墨竹影子,1
李平章 仁植 和謝訪,1
謝訪,1
姜郞中出守春州,1
金內翰奉使蒙古,1
崔樞府 公衍 見訪,1
李學士 百全○幷,1
復,1
英上人見和 江天暮雪,1
英上人見和 遠浦歸帆,1
英上人見和 瀟湘夜雨,1
英上人見和 平沙落雁,1
英上人見和 山市晴嵐,1
英上人見和 漁村落照,1
英上人見和 煙寺暮鍾,1
英上人見和 洞庭秋月,1
金學士 敞○幷序○庚子年,1
復和李相國更和獵字,1
李相國更和獵字,1
春州守姜壯元 頡 乞炭,1
金學士 敞 見和夏課,1
夏課,1
細餛飩,1
表狀有,1
兩公,1
客問詩 幷,1
李侍郞上晉陽公女童詩呈令公,1
令公 幷,1
李侍郞所著女童詩 幷,1
乾杮子,1
李侍郞需以廻文和長句雪,1
長句雪,1
李侍郞重和雪詩廻文,1
雪詩廻文,1
絶句廻文韻 此詩子以廻文和之,1
朴少年,1
長子涵以洪州守之任有,1
白粲 幷,1
鶴翎扇分人,1
朴學士 仁著○幷,1
酒酌飮有,1
朴學士又和失看花,1
失看花,1
絶句 雙,1
朴學士復和,1
李侍郞 需 聞予送男赴洪州,1
男赴洪州,1
李侍郞赴省試座主慶筵,1
門生,1
朝守,1
書請賦,1
崔相國娛賓亭,1
林秀才春樓有感,1
同院諸賢題喜神圖,1
隴西天院,1
贈隴西天院,1
林秀才兼簡大原文長老𪚥𪚥庵,1
大原文長老𪚥𪚥庵,1
雙明齋崔相國𪚥𪚥茶,1
諸公所題,1
宸𪚥,1
朴先生𪚥答,1
先人百合花呈崔承制,1
崔承制,1
李翰林元胄醉題,1
閔同院題金禪師房壁,1
先君餞西京別留趙侍郞通,1
景照上人之漢山,1
李郞中,1
題安陽住華亭次李郞中,1
諸公題慈悲嶺樓,1
崔按部,1
車同院題殷栗資福寺,1
題栖雲寺幽澗亭,1
朴按部題深山寺,1
金郊館,1
金將軍所贈,1
寄車同院,1
車同院,1
霞居堂頭所贈,1
南景福寺留題 普德聖師飛來方,1
題彰聖寺𪚥樓,1
玉果縣客舍李按部留題,1
題咸陽壁上,1
題伽倻寺,1
仇知部曲留題,1
長興府客舍留題,1
題拯淪寺,1
題穿堰寺,1
題海印寺,1
題鳳棲寺,1
朴翰林恒,1
崔大傅守璜金史館承戊洪史館佇,1
崔直講 諱寧 詠雪,1
黃驪北樓板上韻 路由此樓抵宿,1
燈明寺板土,1
館翰諸公,1
本府諸桂仙云,1
黃李兩令公唱詶之什 幷,1
同年崔國慱守璜,1
安翰林裕贈別,1
崔國慱守璜喜雨,1
兪內相薔薇宴詩 幷,1
白中書 諱文節 賀金祭酒 諱,1
丹陽洪承制 諱子蕃 石床歌幷,1
鄭直講 諱興 賀朴侍郞 諱恒,1
朴承制詩幷,1
金尙書琔上朴承制,1
侍從宋相國,1
本朝雞林承制諱恒,1
表禮數,1
侯學士,1
宋相國閣下,1
白彝齋 公與彝齋會聯句,1
李桂赴鷄林幕 鷄林,1
鈍村金先生,1
友人扈駕從軍,1
秋玉蟾曬史海印寺 在星州伽倻,1
和州本營,1
州本營,1
襄州公館,1
安昌驛亭許正言,1
興富驛亭,1
平海公館後亭,1
許正言,1
州始見,1
州鷹坊人羅鷹示余,1
州隱者持以勸余,1
叢石亭,1
州馬上偶,1
通州客舍,1
寄題張秀才幽居,1
題張秀才幽居,1
州南行,1
歙谷客館,1
高城客館,1
杆城客館,1
題丹陽北樓詩 幷,1
題南同年書樓,1
旌善公館趙元帥,1
旌善板上,1
母山崔大賢,1
臨瀛公館東軒,1
通州太守,1
通州太守贈別,1
獻質齋尹大叔相國,1
洛山,1
李中父還朝,1
江湖長短句,1
朴忠佐少卿東歸,1
朴少卿忠佐北上,1
從兄君實典籤赴任,1
崔拙翁 進退格,1
邢通憲 君紹,1
白文擧尙書,1
朴仁幹,1
息影菴,1
示尹汝衡學諭,1
尹汝衡學諭,1
完山李半刺,1
趙忠州,1
許理問歸遼陽,1
題白花禪院觀空樓次,1
朴忠佐少卿,1
李翰林還朝,1
李員外,1
蜂,1
贈李外郞元弼,1
李外郞元弼,1
竹軒金宰相,1
尙寄惠新茗,1
丈下,1
惠新茗,1
雞林郡公,1
過華嚴,1
金海府使鄭尙書國俓,1
及菴,1
鄭愚谷題張彥甫雲山圖,1
朴大陽按廉 戊戌年,1
執政 己亥年,1
愚谷詩韻奉呈,1
金成挺先輩錦還,1
南別將 大蕃,1
臺長房,1
呈臺長房,1
雞林參軍金孟堅持牋上京,1
金孟堅之任東京,1
金海遨頭,1
季明叔之濟州 晉,1
善住聰法師游楓岳,1
卓獻納 光茂,1
鄭諫議之官金海,1
崔德成史官曬史海印寺,1
鄭大守,1
河斯澄,1
陋室,1
瑚大禪師 得身字,1
李義山,1
文丞相,1
鄭佐郞之官旌善,1
榮陽內相,1
李大夫 達衷,1
惠鑽上人,1
同年朴左尹 仁遇,1
郭提學 稇,1
兪尙書 思廉與公同時翰林,1
閔按部 璿,1
愚谷次,1
奉呈愚谷,1
愚谷用牧丹,1
雲窩詩韻 李培中,1
壽翁,1
之以立誓往生西方之文,1
香茶,1
義軒,1
林掾詩 傑,1
鄭佐郞,1
机下,1
寄來,1
竹谷先生,1
行營,1
木州金正郞 淑明,1
洪敏求進士愚谷,1
崔林,1
草亭 辛裔,1
辛草亭 曾爲南臺御史,1
金孟堅,1
吳祭酒送劉中書,1
劉中書,1
月溪雲長老,1
許先生,1
李中父翰林還朝,1
拙句,1
洛東先生,1
尙和之矣,1
近所作伽它,1
柳侯,1
送雲南使臣,1
雲南使臣,1
之行,1
妙禪,1
鄭寓員外,1
雲上人,1
章 大順,1
章 宗愈,1
章 李湛,1
愚谷詠觀射西郊,1
愚谷詠月蝕,1
破南賊,1
捕東倭,1
缺題,1
淸州參軍,1
漢陽鄭參軍,1
安員之曝史南歸,1
無極師,1
蘇伯脩參政湖省,1
愚谷韻贈禹先生倬,1
禹先生倬,1
龍頭釋老,1
眞州中臺寺古長老,1
金簡齋,1
江華郡,1
紫燕島,1
延興島,1
義交諸君,1
同年尹內相,1
賀禹先生拜糾正,1
同年南翰林,1
同年柳翰林,1
許理問,1
題李僧統詩卷,1
英陽新村李居士,1
完山崔壯元,1
費大醫歸江南,1
同年成誼叔,1
哭方判閣,1
賀金宰相,1
宜寧南中書,1
禹祭酒出守晉州,1
朴判事,1
仲始思補,1
康獻納,1
洪文野理問,1
賀崔春軒新拜典法判書,1
金仲始思補,1
遼東崔,1
詩韻留之,1
答順菴,1
文野郞中,1
朴敬軒,1
松京親友,1
晉州安判官,1
延聖寺玉簪花,1
洪義軒歸國,1
奇集賢代祀醫巫閭,1
黃檜山,1
答崔深父,1
崔深父,1
金同知奉使東歸,1
知己,1
鄭仲孚,1
賀兩金持平,1
成按廉汝安,1
菊庭奇參政還鄕,1
尹正言落第東歸,1
李杏村,1
同年安員之登第還鄕,1
金敬先副令,1
順菴奉使東歸,1
安謙齋,1
崔德林正尹從雲南王入西南夷,1
耻菴,1
呈耻菴,1
短篇,1
兪正言,1
父諫議,1
洪捴管赴淮安屯田,1
黃曆友人,1
贈黃曆友人,1
題野雲莊,1
送安照磨赴遼陽,1
安照磨赴遼陽,1
鄭代言,1
南村朴判書,1
賀敬先代言,1
詔使金省舍,1
奇參政,1
題奇參政草亭,1
朴判書,1
金壯元,1
方尙書,1
閔及菴,1
金祭酒,1
李捴郞,1
安捴郞,1
奇菊庭,1
李樵隱,1
崔廉使赴福建,1
鄭按廉,1
許郞中,1
兩郭同年,1
林州,1
壁上許執義,1
尹學士,1
和州壁上,1
州壁上,1
歙谷客舍,1
列山縣客舍,1
杆城板上,1
江陵客舍東軒,1
寒松亭醴泉君所題,1
江陵燈明寺,1
蔚珍客舍,1
迎曦亭,1
平海客舍,1
寧海北凉樓,1
寧海府客舍,1
永州客舍前賢題竹,1
京山府百花軒,1
京山府南樓,1
永同郡,1
往來,1
觀風,1
大安寺中之僧統,1
蘇來樓上詩韻以記歲月云,1
兜率壁上,1
金山寺壁上,1
張相國,1
前賢,1
坦師,1
古阜郡北樓,1
許執義,1
答南按廉,1
南按廉,1
平海客舍詩韻 南柯子,1
白書記 彌堅 赴忠州幕彌堅字,1
白介夫遊河東,1
成毅夫韻贈金校勘 㬫,1
金校勘 㬫,1
羅州倅南大藩之官,1
諡文定公甫淳之後,1
公誠之,1
仲宅走筆,1
德齋相國題德水新居,1
季明叔理問見訪有詩 名晉元,1
拙齋韻 拙齋姓崔氏,1
胡照磨扈駕,1
鄭待制,1
達式師見訪有,1
僧達竹遊燕都將之江南,1
孫承奉客中有懷 代人,1
燒香會諸公 先生嘗與洪政丞彥,1
呈燒香會諸公 先生嘗與洪政丞,1
金校勘映山紅,1
義交諸公,1
題禪房,1
宋同年,1
中父李翰林還朝 名穀,1
人赴都,1
李天覺 名達尊,1
樓送海峯,1
海峯,1
松京諸友人,1
慈忍國師,1
金佐郞舅詩 幷,1
所賦,1
蔘,1
永寧長老,1
劉守中,1
贈劉守中,1
影 見東文選,1
金君綏,1
會慶樓韻 見勝覽,1
襄州官舍韻 見勝覽,1
叢石亭韻 見勝覽,1
春日昭陽江行,1
送李中父,1
李中父,1
矗石樓韻 樓在晉州城內,1
鏡浦臺韻 存撫關東時,1
杏村李侍中 嵒,1
拱北樓應製詩韻 幷序○樓在淸,1
權漢功,1
禹玄寶 養浩堂,1
余朴淵瀑布韻以示之,1
龍頭住老,1
呈宗工鄭相國,1
朴將軍,1
呈原功相國,1
鷄林君,1
呈鷄林君,1
賀狀元朴古軒復中樞,1
全州李端公,1
全州崔先生,1
全州崔同年,1
示子途 在道美寺,1
子途 在道美寺,1
徐糾正,1
天台僧,1
宋大禪師 在合浦營,1
李生員愚覲母羽溪,1
諸君子 呈諸公,1
諸君子 呈若齋,1
同年崔奉翊,1
龍頭席上,1
永興田同年,1
許埜堂 琮,1
隣丈崔諫議,1
東亭 時東亭,1
忠州使君李東隱,1
羅州判官,1
幻菴寄羅州判官,1
李先生吉祥 先生爲揚廣道元帥,1
同年崔史官,1
乃父同年,1
鄭先達悛歸覲忠州,1
朴通憲,1
任深父,1
養浩堂兼許埜堂,1
隣丈李中書,1
交州李按廉,1
漢陽張府尹,1
河簽書,1
埜堂,1
竹林住持 守寧州時,1
龍頭住持,1
鄭相國 地,1
寧州琴李兩先生,1
詔書使張學錄,1
誥命使周典簿,1
慶尙金廉使,1
金海妓玉纖纖,1
金海妓玉纖纖 附次韻○本集,1
金海妓玉纖纖 又次韻○本集,1
按輿地勝覽,1
鄭副令㝢按于慶尙 ○丁未春,1
故,1
朴仲剛,1
仲剛,1
同舍生歸覲西川,1
檜堂次,1
申碩甫歸寧海府 名彥,1
兪先生,1
府尹吳諫議,1
德水院,1
按部崔仲淵,1
酒來,1
同游者,1
黃常侍存撫江陵,1
題永寧寺,1
題報恩寺,1
同年王景初,1
蜂燕圖,1
贈曇峯,1
曇峯,1
李文會歸廬陵省親,1
徐尙書東歸,1
同年司空實,1
權史官奉使伽耶山,1
送鄭寓員外謁告省親,1
鄭寓員外謁告省親,1
交州金按部賀鐵原府使鄭公入拜,1
鄭員外失職歸侍老親,1
巽亭大諫,1
前韻遣興,1
田起居,1
賦之,1
梁判官赴朔方兵馬使幕,1
東北面韓萬戶,1
淸風鄭司諫 樞,1
南原李司諫 寶林,1
沔州郭員外 翀龍,1
南田禪師 夫牧,1
密城李正言 釋之,1
福州判官鄭正言 天謙,1
順興府使崔侍御 安穎,1
安常侍 輯,1
東京田判官 野隱,1
梁州任使君,1
嚴光圓禪師,1
蝶戀花仰山亭,1
山上,1
蓮花禪師 夫牧,1
脩上人,1
淸風鄭司諫,1
過華嚴云具僧統於興王寺,1
林椽 名傑,1
雞林田判官,1
嚴光圓大禪師,1
詞 諱賴,1
安侍郞出按慶尙道,1
嚴光圓公,1
密城李同年,1
李永哲,1
李生,1
權郞中園中松 鑄,1
金月塘立秋所寄,1
申中顯赴榮州 仁甫,1
竹谷僧統歸大華山,1
日本奉使,1
西海崔按廉資,1
王康隨尊公進表,1
李蒙達進表賀年,1
客記事,1
羅州吳判官,1
副令出按慶尙道,1
康得和副令出按慶尙道,1
李同年 臨河,1
日本釋有天祐,1
蔥,1
肉,1
詔,1
慶尙道按廉使朴可興,1
松菌者,1
金敬叔少監,1
贈金敬叔少監,1
祕書,1
寧海金左尹,1
水墨山水,1
尙惠茶及扇,1
松廣和尙惠茶及扇,1
伊山李吉商,1
日本釋,1
眞觀僧統之關東,1
牛蒡,1
栗,1
野物,1
金公隨兄之外孫,1
乾小魚,1
安州朴元帥,1
鄙,1
聰公還山,1
孤舟禪老入金剛山,1
酢旣罷,1
謁沈宰臣出使江南回,1
安簽書宅,1
醉倒,1
上壽,1
黃廣州敬德,1
洗鱗,1
郭密直賞蓮,1
旣畢,1
知印承制,1
崔翁,1
金剛山普濟影堂,1
龍虎丹,1
尙避倭靈臺寺寄茶,1
甜瓜,1
茶鮑,1
金剛山維那,1
廉東亭賀姜代言,1
題舅氏池亭,1
全羅鄭按部,1
開天行齋禪師寄茶,1
異姓,1
億政禪軫大禪師,1
龍頭住持生公,1
蔡首座,1
香脯,1
開天同甲,1
門生尹商發赴官谷州,1
年,1
書來,1
拜送,1
法來,1
所爲,1
謁,1
光輔,1
乾梨,1
小,1
廣平侍中,1
呈廣平侍中,1
談笑,1
吳同年臨,1
圓齊座下,1
僧甘草,1
黑豆種,1
自嘲之,1
多矣,1
酒頌,1
江陵盧使君 承慶,1
咸昌太守,1
月堂李太老,1
老景,1
判事大禪師,1
柳密直出尹漢陽府,1
子復,1
龍頭大師,1
酒如送人,1
者尙多,1
海菜,1
乾腊,1
謹備,1
山藥崖蜜燈油,1
金司空 續命,1
呈金司空 續命,1
參承宣重房,1
家僮,1
家僮赴軍舡,1
東亭座下,1
洪進士敏求歸養,1
金左尹兄,1
呈金左尹兄,1
裵安東到界狀,1
乾鹿,1
梨至恩門,1
李進士歸覲水原,1
偕行,1
龍頭,1
諸會長座下,1
而罷,1
閔兄,1
呈閔兄,1
乾魚,1
孟畇讀書海安寺,1
判書,1
甫城李子修判事大藏,1
報恩寺祖眞殿醮酒兩甁,1
梨,1
偰寺丞 慶壽,1
炭 宗林,1
至邊,1
省事請坐,1
宰樞所,1
午後來,1
無說長老,1
希顏座下,1
落名紙,1
司天長房,1
陞,1
詩 復興,1
茶來,1
庸夫行軒,1
呈庸夫行軒,1
文,1
雞林令公,1
甫城李判事,1
間,1
文魚,1
鼇城座下,1
韓尙書,1
季子𤩳,1
懶翁弟子印大藏海印寺,1
名簇於,1
宏幽谷,1
酒會於升天府之軍營也,1
同飯,1
名簇也,1
金同年云,1
黃忠州,1
合浦南令公,1
無及諸大德,1
呈無及諸大德,1
廉,1
蓴,1
茶走筆,1
孟雲先生,1
兩老人故甚小,1
獐肉曰,1
漢陽尹,1
中道廉使安諫議,1
全羅廉使許摠郞,1
班主,1
酢吟詠,1
門生博州兵馬使金之鐸,1
言,1
寧尹朴令公送年魚,1
林蜜直焚黃祖墓,1
朴氏女適人,1
中道廉使安大諫,1
伽倻聰公寄紅杮,1
雁,1
古樗同甲走筆,1
交州廉使索肉,1
魚,1
陜州鈴閣,1
靈岩寺堂頭,1
生鮑,1
全義韓同年,1
夫目大禪師,1
海衣,1
巷柳,1
摠持都大禪師,1
蓴菜走筆,1
寧尹張公 孝溫,1
酒肉,1
子尙敬,1
公州牧使崔有慶走筆,1
升,1
甜苽,1
惠生僧統住嚴川,1
幻菴走筆,1
呈幻菴走筆,1
張子溫東北面巡問使送年魚,1
豆粥幷蜜,1
平桂,1
淸風安使君,1
會禹,1
菜,1
醯,1
小螺醯,1
鄭令公,1
呈鄭令公,1
張子溫令公,1
李判,1
韓評理,1
呈韓評理,1
雀,1
張學錄使還 名溥,1
周典簿使還 名偉,1
孫孟畇敬童,1
完山柳府尹,1
高城李使君 名陟,1
通州鄭使君 名須,1
通州張學長,1
文州金同年 元粹,1
松軒侍中,1
呈松軒侍中,1
權緩親從,1
冬瓜,1
燒餠酒甁,1
藥飯,1
堂洞權密直,1
中童,1
我南行也,1
所志於松軒,1
兩侍中,1
官近侍郞將朱仁起回程,1
京山府金判書同年 隨,1
河光祖署令詩 小,1
黜陟使 辛未,1
權愼齋,1
柳晉川君,1
忠州牧黃同甲,1
麥,1
尼山申監務兼定山,1
膰肉,1
幻菴國師,1
呈幻菴國師,1
松芝,1
南京尹,1
蓴酒奏紙,1
廣州牧使崔恕,1
判書朴壯元還歸田舍,1
姜同年玄隣長,1
菩提大禪師,1
上院禪師,1
金石諧左尹,1
權判事,1
鄕校金少尹,1
權大老,1
示種善,1
種善,1
呈幻菴,1
李向上,1
元內書,1
元代言,1
密城李使君 釋之,1
戲鑽木菴,1
華按廉,1
郭諫議 忠守 書懷,1
荊公定林院,1
朴摠郞衡雨中書懷,1
慶尙李按廉 寶村,1
贈慶尙李按廉 寶村,1
列山縣舍,1
高城郡壁上,1
元帥臺,1
安邊官舍,1
登驛道中,1
杆城官舍,1
蔚珍官舍,1
紫玉山沈內舍,1
旌善郡樓,1
惠聰長老東老,1
沈內舍,1
贈沈內舍,1
洞山官舍,1
歙谷官舍,1
酬廉代言 興邦,1
廉代言 興邦,1
達世帖木兒平章,1
呈達世帖木兒平章,1
𪚥集中,1
胡照磨 海 還台州,1
酬郭諫議 忠秀,1
鶴扇,1
郭諫議 忠秀,1
陋閭求和,1
詞 壬寅仲冬作𪚥祖,1
呈岩遁 𪚥𪚥,1
岩遁 𪚥𪚥,1
岩遁之方山頭陁寺寫經,1
莫莫上人 自休 游日本將之江,1
全羅宋按廉,1
鄭大司成夢周,1
韓簽書修,1
呈韓簽書修,1
贈岩遁,1
戲岩遁,1
別李淸州詩𪚥,1
李同年,1
詞 成中,1
詞 形,1
李評理奉使大明 茂方,1
詞 孟孫,1
詞 成士達,1
酬韓山君見寄雙,1
雙,1
韓山君見寄雙,1
奉賀,1
韓山君與韓孟雲學士訪尹密直虎,1
權贊成奉使大明行軒 仲和,1
呈權贊成奉使大明行軒 仲和,1
雞林尹,1
呈雞林尹,1
韓山君乞文,1
呈韓山君乞文,1
朴同年書懷 晉祿,1
詞 仁立,1
荅許監丞錦,1
張春州書懷,1
詞 紹宗,1
題蘭坡李判書 居仁 園中,1
別詩卷,1
題韓山君贈金秘書敬叔詩卷,1
金秘書敬叔詩卷,1
詞 忠敬公,1
法護長老,1
崇嚴長老,1
別白少尹 玿,1
琳宮壁上,1
