recipient_raw,count
府尹之行,3
景浩,3
寓庵,3
止亭,3
止亭挹翠相唱,3
洪相國,3
老釋祖雨,3
耆伯亨仲,3
恭敬諸君,3
關東伯閔耆叟 壽千 巡軒,3
京畿黃都事,3
彥謙,3
吳巒秀才惜別,2
演之,2
眉叟弟僧纘之,2
隱者,2
皇甫若水,2
存古上人,2
若水,2
李相國 知命 見贈長句,2
金蘊 珪題 觀音院,2
友人梅花,2
尙州鄭書記,2
崔伯環,2
皇甫淵,2
天院洪校書,2
前韻奉答,2
尹學錄春曉醉眠,2
李君,2
春吟,2
張學士自牧,2
聆公,2
柳承宣,2
美人,2
宿船中,2
櫻桃 後復經,2
宿德淵院,2
舍弟澕隨父之東京,2
金君,2
趙亞卿冲見和 亞卿,2
亞卿,2
板上資玄居士,2
板上諸學士,2
坐客,2
寄答,2
崔平章讜致仕閑適,2
駕幸晉康侯第亭御製 與禁內諸,2
月首座贈趙侍郞冲,2
趙侍郞冲,2
陳學正澕聞琴,2
梁校勘,2
李程校書惠芹,2
西京倅劉舍人沖祺,2
琴相國喜得外孫有,2
崔平章洪胤,2
兩相,2
吳拾遺夢林,2
通判鄭君,2
貳車,2
壁上諸賢,2
孫吏部哭趙相國冲,2
金承制仁鏡謝規禪師贈歸,2
歸,2
詞 大上皇母,2
劉大諫冲祺喜門生進士金允升,2
和西伯寺住老敦裕師,2
西伯寺住老敦裕師,2
李郞中百順賦雨中紫牡丹,2
金樞密仁鏡哭琴相國,2
扶寧郡,2
謝古阜大守送薦枕及美酒生雉,2
薦枕及美酒生雉,2
堂頭老比丘,2
竹州,2
朴拾遺,2
金相國仁鏡,2
同寮李相,2
疾蠅,2
樂天,2
樂天心身問答,2
詠白,2
李學士 百全 見和寄曆,2
李公需,2
李學士 百全 見和前篇,2
前篇,2
李平章 仁植 和朴侍郞 絪,2
朴侍郞 絪 所贄,2
李亞卿 需 用李平章韻寄多般,2
多般菜種,2
宋朝播禪老寄空空上人 幷序,2
播禪老,2
空空上人 幷序 贈播禪老,2
空師,2
花,2
林亞卿 成幹 見和菜種詩及地,2
菜種詩及地棠,2
金壯元 莘鼎 見和菜種,2
菜種,2
李學士 百全 和贈御留歡,2
贈御留歡,2
御留歡,2
親字,2
前詩來貺,2
家泉,2
學士和侍郞朴絪乞菊栽,2
侍郞朴絪乞菊栽,2
丁秘監 而安 求墨君,2
朴學士還加耶琴,2
李 百全 學士復和內字韻詩見,2
內字,2
李 需 侍郞饋桃,2
前所寄絶句,2
李學士和雞冠花,2
李百全學士復和雞冠花,2
朴學士和籠字韻詩來贈,2
籠字韻詩來贈,2
李學士再和籠字,2
籠字,2
李同年見和來贈,2
丁秘監 而安,2
冬至曆黃柑子,2
李學士 百全 用丁公,2
丁秘監復和謝曆柑,2
謝曆柑,2
李學士復和此,2
李相國 仁植 和籠字,2
籠字韻詩見寄 幷,2
丁秘監 而安 和前所寄,2
前所寄,2
李學士和謝丁秘監墨竹影子詩見,2
李平章見和兼邀飮,2
兼邀飮,2
復和,2
江天暮雪,2
遠浦歸帆,2
瀟湘夜雨,2
平沙落雁,2
煙寺暮鍾,2
山市晴嵐,2
漁村落照,2
洞庭秋月,2
河郞中 千旦,2
禪師,2
酸梨碧桃,2
春州守和前,2
丁學士見和寄曆,2
丁學士復和寄曆,2
英禪者見寄 來詩意,2
來詩意,2
芸閣李學士需,2
李侍郞需,2
李起居郞見和雪,2
雪,2
空空上人,2
李侍郞需餞庾濟州 弘蓋 廻文,2
李侍郞需復和鬱懷,2
鬱懷,2
李侍郞需廻文長篇,2
李侍郞需和桂枝香詞,2
桂枝香詞,2
旨酒寒氷,2
李由之賀生女,2
劉沖基金君綏兩翰林拜贈,2
林天院,2
恩門金相國評題嚴君山齋相國,2
諸賢,2
寄東界營主李尙書實椿,2
東界營主李尙書實椿,2
王郞中贈柳枝,2
柳枝,2
谷城使孫舍人得之所贈,2
答堂頭禪老,2
壁上韻示大𪚥,2
大𪚥,2
安君孝德贈會仙率兒,2
會仙率兒,2
西院歇禪師風甌頌,2
懶庵居士,2
安集使金中書 諱祿延 題竹軒,2
金翰林之員,2
李史館仁挺哭任大師 諱景肅歷,2
崔官長嚳垂訪,2
宋相國,2
尙書侍郞,2
李東菴赴安東,2
李蒙庵,2
張秀才,2
許獻納,2
元復初學士贈別,2
呈趙學士 子昂,2
趙學士 子昂,2
柳政丞 淸臣,2
同知貢擧洪,2
小樂府,2
愚谷賀齊閔,2
拙齋,2
淡菴,2
大菴金相國 承澤,2
東坡蜜漬荔枝,2
巽亭詩韻 南兢,2
東界存撫使,2
鈍翁 公以子凌祠堂記,2
檜山,2
思亭金判書伴王祕卿降香金剛山,2
拜呈愚谷先生,2
愚谷先生,2
常軒 安震,2
愚谷銀杯,2
金相公,2
諸翰林,2
許存撫使 夢仙鄕,2
呈愚谷,2
牧丹,2
齋,2
橘茶,2
式無外遊江南,2
全羅閔按廉,2
友生,2
友人還鄕,2
辛代言東歸,2
克禮州判,2
仲始司藝,2
韓相國,2
洪陽坡提擧赴征東儒學,2
示兒子訥懷,2
兒子訥懷,2
寄金同年天祚,2
金同年天祚,2
洪陽坡,2
和洪陽坡提擧賞芍藥,2
洪陽坡提擧賞芍藥,2
答南宜春,2
南宜春,2
李密直,2
哭竹軒,2
同年張寺丞,2
松亭居士,2
高城壁上,2
萬景臺,2
臨漪亭,2
陽山縣,2
連山,2
鴻山所題,2
柳參軍 之澤 赴雞林幕,2
禹吉生直長遊燕京,2
孫承奉還松京,2
季明叔理問見訪有,2
式無外上人遊燕京將之江南,2
蔚人,2
內舍南君兢,2
家兄思謙見寄 貶守蔚州日作家,2
諡文克,2
貶守蔚州日作家兄䫨,2
春軒,2
尙州朴使君 光厚,2
崔諫議,2
金山新住老,2
中原崔全州,2
天台圓長老,2
蔡判書,2
中菴上人,2
安和中菴上人,2
郭政堂立春,2
詔書誥命兩副官人,2
光州朴奉翊,2
兄巖天澤上人,2
點擢進士,2
同年崔散騎,2
養浩堂,2
李中書,2
京華故舊,2
寺壁上鄭狀元韻題中菴,2
日本通信使,2
襄陽李使君,2
安少監按廉入城廻,2
奇集賢歸覲,2
伯父贈行詩韻寄呈,2
水原,2
行詩韻寄呈,2
閔童子,2
田御史祿生,2
于家,2
傅子通應奉奉使東平,2
西臺御史,2
晉州李判官,2
同年全記室,2
鑽木菴,2
巽亭,2
顏字,2
鄭知事赴朔方萬戶府,2
南巽亭存撫江陵次,2
呈伯父,2
齋宮,2
觀禪師歸淸涼,2
菊墅 姓方,2
廉郞中詩卷 國寶,2
鄭淸風,2
春丁膰肉,2
鄭簽書年兄,2
金左尹,2
新稻米,2
曹溪大選自休游日本,2
東京全同年,2
俗離山法住寺僧統,2
李開城,2
奉賀林大參,2
宗伯開城,2
史官,2
朱同年,2
涼席,2
韓上黨,2
雞林尹河壯元,2
法泉僧統,2
楊碧雲老先生,2
朴甥讀書鄕寺,2
縣,2
克,2
子孫,2
韓弘同年戲,2
圓齊,2
至,2
曲城大人座下,2
朴學士座下,2
安邊張子溫令公,2
懷,2
判書設食,2
脯,2
伯至廉使,2
銀魚,2
乾獐,2
尹密直赴雞林,2
鹿脯,2
奉答走筆,2
走筆,2
麴生,2
密城,2
金按廉,2
茶適至,2
沈商議拜掃先塋,2
龍頭次,2
東北面都巡問和寧尹張公 孝溫,2
于野,2
酒食,2
米及醬瓜,2
朋酒白粲,2
黜陟令公,2
呈黜陟令公,2
烏川,2
驪興權知郡,2
海州族長,2
簽書,2
玄判書,2
姜同年靜軒先生,2
呈姜同年靜軒先生,2
白米,2
甁栗金判事,2
同舍,2
韓祭酒,2
言朴諫議 大陽 嘗爲同年安吉,2
陶杆城,2
淸澗驛萬景臺,2
呈吳密直,2
吳密直,2
江陵官舍,2
檜岡,2
酬竹菴,2
竹菴,2
詩譏行成之語,2
呈韓山君,2
尙州牧使鄭 良生○,2
靑城君鄭,2
韓山君詩韻上崔判,2
鄭都官,2
吾,2
長篇,2
字伯中,2
李壯元伯中,2
新茶,2
朴書生,2
呈廉東亭,2
佳,2
示絶句,2
韓山君初夏,2
廉東亭詩韻  東亭,2
遼東使桑公 按桑公名麟,2
卓先生,2
偰副令按江陵,2
尹大司成,2
權可遠,2
李翰林 行 歸覲,2
孔主事 名觀,2
復州呈王指揮,2
王指揮,2
列位指揮相公,2
柳按廉珦,2
嵒房日本僧永茂,2
鐵原府院君在盈德所著,2
僧天鑑,2
崔卜河,2
海上人,2
西海廉使,2
李長興,2
搢紳諸公皆賦,2
權判書出尹雞林,2
樞齋李先生,2
金元帥 先致,2
菊軒相國,2
張及先輩,2
淸州判官覲省全州詩卷,2
詞 子慶壽彌壽才及第未久而逝,2
希顏丈,2
漁隱先生東亭相公 廉興邦,2
全少尹,2
酒肉禦寒,2
全羅鄭廉使,2
牧伯相公,2
安東府使 安仲溫,2
雲谷先生 朴承制爲戲,2
雲谷先生雪後見寄之什,2
廉使,2
朴代言,2
同年李典像,2
江陵廉使叔謝石硯,2
呈同舍諸公,2
康子野相賀之什次,2
禁內諸君,2
金獻納,2
忠州李使君,2
禹宰相 玄寶,2
柳簽書 源,2
章 成味,2
方秘書,2
海州牧,2
李仲正,2
張司藝,2
寄趙判事 云仡,2
趙判事 云仡,2
與境會,2
騎牛先生,2
完山府尹,2
融上人詩卷諸公,2
邊判襄州都護,2
柳,2
覺演禪師,2
定州板上,2
高城守李陟,2
天使祝孟獻,2
契融,2
契融上人,2
之以菩提子念殊,2
題鄭復周廬墓詩卷,2
題僧詩卷,2
柳爰廷宰臣還京,2
呈騎牛道人,2
羅州牧使李需,2
李騎牛,2
僧尋師智異山,2
櫟菴歸住淸平壯,2
朴平齋 可恒 贈成槪,2
成槪,2
金醉翁愛酒與菊,2
淸川伯曼陁羅花,2
咸州板上,2
薛稱詩卷,2
楊州新亭,2
李尙書所示,2
通浦縣板上韻 淮陽刺史康永洵,2
宋牧伯,2
同年金費所贈,2
師尊隣角大禪翁所贈,2
曺溪參學允珠遊嶺南詩 幷,2
崔向上安乙所贈,2
元少卿立,2
春州拱北亭,2
趙侍郞所寄,2
詠池蓮,2
詩次,2
之曰,2
春州辛大學所寄,2
同年金 偶 舍人,2
尹壯元所贈詩云,2
詩卷,2
似座下,2
都兵馬使偰相君返旆如京,2
牧兵馬使周相君,2
趙奉善元日,2
尙國,2
頌云,2
歡喜堂頭所贈,2
鄭禮安陪大兄判書歸覲草溪,2
金生員祖,2
高達寺李大禪師 義澄,2
李相國 宥,2
元契長立,2
元承奉赴伊川監務詩 幷,2
趙中書璞,2
鄭公向楓岳關東,2
邊竹岡慠利名詩書千卷後,2
詩卷後,2
義圓長老,2
兔山守所示詩韻 郡守重修鄕學,2
詩韻 郡守重修鄕學,2
奉福君 神照大禪師,2
酒泉公館獨坐有感,2
宋獻納,2
諸生秋日,2
胡若海照磨還台州 東人詩話曰,2
愼生員,2
康,2
全史官,2
船窓上,2
天使陸主事𪚥顆,2
副价林行人 士英,2
謝恩使,2
祝少卿題壁,2
雨亭,2
趙石磵先生,2
野堂喜雨,2
鷄林倚風樓,2
陜州涵碧樓,2
柳山人 爰廷,2
李學士詹,2
南生員,2
黃州客舍,2
原州東軒,2
金開城,2
隱峯禪師,2
遁翁,2
廉東亭扈駕長湍,2
李知郡,2
金秘監回自京師,2
息谷,2
金若齋,2
顯菴,2
祭酒先生,2
祭酒,2
訥村先生內相宗盟,2
訥村先生內相宗盟求敎,2
贇上人還山,2
同行評理相君,2
廉大博,2
實周主事,2
諸友,2
拜星見寄詩韻呈禹大諫,2
禹大諫,2
詩韻呈禹大諫,2
息谷吉祥山之行,2
誥院諸公,2
冏公智異山之行,2
門生韓有文之西原覲親,2
金少年自知之陽山,2
前朝都觀察使王公 康,2
全齋李先生賀樞齋李正尹蒙受賜,2
金同年 摯,2
朴免,2
送金遂良歸川寧,2
金遂良歸川寧,2
埜堂許揔郞 錦○,2
李祗候 結○,2
西隣李舍人 結,2
李相國 我太祖 引月凱還,2
栢庭禪師,2
金大諫,2
金副令方礪歸金海,2
趙判事,2
漁者丈前口號,2
遼使詩韻 桑麟,2
鄭揔郞西都所咏,2
李待制韻 詹,2
巖遯,2
余公,2
惠銀魚,2
龍宮郡守奉牋入賀新正,2
卞博士 季良,2
伯瞻春日見寄韵,2
伯瞻韵,2
禮部陸伯瞻使還,2
送伯瞻使還,2
伯瞻使還,2
林行人使還,2
使臣少卿祝孟獻韵,2
祝少卿冬至詩韵,2
鴨綠江邊,2
韵謝雨亭蓴羹見餉,2
雲岩禪老詩韵 省敏,2
南贊成事 在 韵,2
薛直提學 偁,2
賢孫參知座下李 升適,2
魯谷李同年 恒茂 詩韵,2
公之孫壻代言孟公,2
韵奉送孔漢城 俯 承命往韓州,2
鄭判事 節○時被劾在仁州,2
弟執義 遇 詩韵,2
謝東北面都巡問使林公 整 魚,2
朴淸道 晉○完山人,2
李待制詹,2
金純仲狀元赴任密城,2
柳思菴,2
韓州李,2
呈韓州李,2
舊里平原君趙雨亭璞,2
陸禮部,2
章天使,2
牛山長老卷上韻 名契融,2
皇帝賜本國世子,2
舍弟如京 時陪家君居星山,2
澄粹軒詩韻 法林寺軒西,2
裴錦山見訪留,2
東北面都巡問使呂公,2
寄金海裴黃庭,2
金海裴黃庭,2
章寺丞,2
端木待詔,2
壯元葛亭先生,2
景福宮別殿前新池,2
蘭大師,2
裴錦山,2
驪興淸心樓,2
遁山禪師,2
按部柳公 時謫居完山蒙赦還鄕,2
以賀,2
驪興樓,2
東萊,2
金剛舍,2
鷄林東軒,2
光山金同年,2
金直講,2
永嘉君暮春,2
閔執義,2
朴生,2
法泉珪上人,2
許柏亭詠梅,2
東北界監司,2
虛舟,2
許公之任公州,2
李古城,2
麻田東軒,2
知申事,2
閔執義 渫,2
盈德城樓,2
金大卿之任商山,2
朴江陽,2
梅軒,2
全羅按廉,2
陽谷約重,2
李典書,2
原仲,2
金獻納 益精 赴忠淸道觀察使,2
公州牧伯契兄,2
江西寺許義郞 䀭,2
韓高城,2
千峯老僧,2
融上人還山,2
驪城君奉使金陵,2
漁村先生,2
槐庭權先生 澹 判牧公州,2
博,2
朝廷使臣章謹,2
李肅州 申 之官,2
趙大司成 庸,2
金府尹尹于完山兼節制,2
禹府使 均○,2
慶尙按廉許 周○,2
申都觀察使,2
樗亭先生,2
永,2
般若寺板上,2
琴參議 柔 之江陵,2
天使謁聖,2
送天使倪侍講司馬給事中復命還,2
天使倪侍講司馬給事中復命還朝,2
永同縣守李 達,2
從弟中樞 堧,2
楓川金公 訓,2
梨亭甲戚閔公 普光,2
贈李公 達,2
李公 達,2
贈李 達,2
智勒寺消暑樓板上,2
𪚥宰,2
咸昌辛監察 待弘 燕右,2
金敎官 薰 集句詩韻 原韻集,2
崔司直,2
沃川郡伯趙 憐,2
管城趙使君,2
沃川郡伯趙君,2
送 辛酉,2
辛酉,2
羅州牧使,2
李都憲 垠 尹慶州,2
李慶州 垠,2
忠淸監司,2
領議政贈詩請宴,2
詩請宴,2
安中樞 止 送辛濟牧 處康,2
辛濟牧 處康,2
辛參判 引孫 贈鄭判書,2
黃守身,2
李思哲,2
鄭木傍淵字,2
柳義孫,2
李承諒,2
給事中司馬先生使還,2
雨千峯,2
浩上人,2
容菴上人,2
季興上人,2
舍弟 方謹,2
鼎覺山人,2
朴元戎 成陽○,2
章錄事如京,2
鄭相國,2
舍弟 方敬○,2
城宰,2
趙壯元 瑞康○,2
友之慶州,2
順興朴府伯 宜形○,2
李水砧判官之京,2
許判事 耆○,2
荒岳修上人,2
陳別監 安 覲親還鄕,2
趙判奉常 瑞康 巡陵歸咸吉道,2
咸吉道金節制使,2
明谷,2
李判原州 磻,2
人還鄕,2
權參判,2
趙亨父戚丈,2
趙司諫,2
前永川金使君,2
敬差官 時敬差官訪問民間利害,2
法泉村舍,2
權承旨 孟孫 乞藥,2
兪監司 孝通,2
丘崔楊鄭,2
金吉通,2
羅州亞牧姜 老 少之 晉州人,2
張獻納 繼弛,2
張舍人,2
藥,2
文郁沙彌入香山,2
安俊爲安峽縣監,2
大明使翰林陳鑑,2
贈別光山入京,2
延城君,2
朴詹事仲孫巡陵,2
廣川丈赴京,2
洪同年 敬孫○,2
朴延城,2
人築城,2
送倪謙,2
倪謙,2
咸興少尹李公 宗謙,2
順天東軒韻 府古有,2
光州,2
康津萬德寺萬景樓,2
集賢諸僚,2
樂安東軒,2
寶城東軒韻 前春,2
獒樹驛樓,2
安,2
平安監司金連枝,2
送兩天使還京師 丁丑,2
兩天使還京師 丁丑,2
鄭敬差宗周,2
鄭子文 此下,2
之衢相國座下,2
上黨府院君韓 子濬 咸吉道都,2
金中丞孟,2
金中丞年兄,2
敬甫先生,2
仲章,2
淸甫,2
萬從,2
乞墨 吉甫,2
子鏗,2
祈大人成均,2
侍講倪先生使還 皇明景泰元年,2
給事中司馬先生使還 公乃溫國,2
京友,2
全羅李監司,2
子濬,2
鄭憑甫兄,2
黃海監司朴同年 健順,2
平安金監司 謙光,2
別忠淸李監司 承召,2
忠淸李監司,2
同僚 扈駕椒水,2
安州處置使,2
金注簿 挈 覲親詩卷,2
鄭兄 軾 出守寶城,2
平安兵使監司,2
煕川東軒,2
永柔東軒韻 從弟薛榮祖爲守,2
咸興東軒,2
正卿,2
吉州東軒,2
鏡城東軒,2
承政院,2
呈承政院,2
高山站軒朴延山,2
平安監司曹行源,2
韓子濬體察咸吉,2
蓬原府院君,2
尹之望,2
之望兄,2
左相吉昌,2
金浩生,2
明信師,2
上天使素竹,2
上天使金湜贈畫竹,2
畫竹,2
濟州號牌御史姜遇文,2
贈濟州號牌御史姜遇文,2
同年慶尙鄭監司 文炯,2
忠淸監司金公 震智,2
姜中樞 希顏,2
寄申司成兄,2
朴左相延城奉使嶺南看牧場,2
濟州節度金同年 好仁,2
永安鄭監司,2
同年洪僉知 敬孫,2
寄司成兄,2
司成兄,2
李專粹,2
楊淵舊契,2
朴府尹 需,2
仁濟館板上,2
洪判事 逸童,2
昔年通信使高得宗,2
僕與子厚,2
京洛諸公送行,2
古阜李使君 保仁 詩軸,2
呈上天使陳內翰 鑑,2
上天使陳內翰 鑑,2
慶源東軒,2
會寧東樓板上,2
上天使金湜,2
副天使遊漢江,2
上天使遊漢江,2
寄金執義 孟 韻 金曹示自題,2
金執義 孟 韻 金曹示自題定,2
自題定平軒,2
權留守 攀 廣陵別墅,2
同年金正言 淸 詩卷,2
琉球國使東自端詩 幷小,2
示寧城,2
李光後之平安道求新地,2
鄭河東,2
邀和,2
郭山孝女,2
留別之,2
內翰,2
內翰辭,2
祈戶部江之水辭,2
副使 代人,2
僧還日本 名盛孫,2
應之,2
正使寄永膺大君,2
永膺大君,2
集賢諸同僚,2
趙子昂絶句,2
仲脩撰,2
諸僚,2
方斯文,2
金翰林,2
梁奉使,2
宋僉樞奉使日本 處儉,2
書狀官李注簿 覲,2
尹宜寧同年 子濚,2
尹同年,2
許都事赴平安節制幙下,2
兩相鈞軒左右,2
別墅,2
康參判巡察咸吉道,2
咸吉道巡察使康參判同年,2
金同年 好仁 赴北靑,2
康元戎,2
李司藝 繼孫 謫熊川,2
吳君,2
公于第,2
姜景愚赴京,2
菠菜子,2
金佐郞佐幕慶尙道,2
申知諫 自繩 同年,2
尹同年 子濚 分巡慶尙道,2
金子固赴韓相幕,2
李僉樞 宗儉,2
書有細雨梨花情景撩人之語,2
崔吏部,2
子固端午,2
花山,2
淸寒遊檜岩寺,2
岑上人訪林亭有,2
永川卿蓮亭夜飮,2
金同年分巡咸吉道,2
權執義 侹 分巡南道,2
尹同年 禮卿 楊根村墅,2
送興德林太守 壽昌○,2
興德林太守 壽昌○,2
咸吉吳監司,2
生薑,2
直夫,2
李同年安撫濟州,2
豐基金太守,2
僕題省中畫屛,2
咸吉李節度同年,2
永川公子借種杜鵑花,2
濟州牧使金同年 好仁,2
賀,2
風水僧,2
先生案求酒債,2
高同隣 台鼎 被劾不仕,2
專上人,2
誾上人還龍門寺,2
金僉樞 石山,2
牛溪李姨兄,2
吳丈,2
金僉樞 石山 寄,2
李參判 克墩 朝天,2
趙提學村墅,2
李大司成 陸 榮親于槐山,2
雪岑上人,2
列坐,2
錄似,2
朴監司,2
芒鞋,2
水鍾允上人,2
孫上舍同年,2
善山金太守,2
尹鴻樞和,2
水州柳上舍村居詩卷 孝寬○,2
忠淸梁使相,2
晉州李牧使 壽生,2
慶尙觀察使金同年,2
辛書狀 季琚 赴京,2
閔斯文 奎,2
子固以戲,2
高同隣,2
菊,2
姜承旨 子平 貶所,2
鄭元戎之鎭,2
寧海鄭太守之官,2
全羅吳節度,2
朴大諫先生,2
花牋,2
權參議德原別墅,2
白魚,2
公有贈,2
禮曹李參議出牧羅州,2
韓參議以安胎使歸大丘,2
林太守,2
酒債,2
金子固甕浦別墅,2
賀登極副使武靈柳公 子光○,2
賀正使李參贊 崇元,2
權花川 瑊,2
權參判 健宣慰關西,2
濟州崔敬差 溥○,2
濟州崔敬差,2
咸陽曹太守 偉○,2
潭陽南府使 季堂○,2
金堤崔太守,2
正使翰林侍講董越登漢江樓,2
櫻桃,2
權翰林,2
表掌令 沿沫 分巡平安道,2
雲峯卓使君之任,2
慶源黃府使 士恭○,2
禹節度使 賢孫○,2
過博川,2
道憩亭中小酌,2
副使詩過臨津,2
良策驛,2
敎耳,2
逾兼金,2
副使龍頭峯,2
副使重過龍泉,2
副使寒食寓鳳山,2
正使淸明寓黃州有感,2
副使次祁正使,2
正使重過大同江,2
正使萬景樓,2
兩使大人,2
正使留別,2
朴讓詩軸,2
尹牧使子濴,2
河相國演,2
成進士,2
失子,2
高太常,2
陳內翰留別朴判書 元亨,2
尙州牧,2
成川辛府使詩 幷,2
鄭大監,2
尙州金判牧,2
御製賜判中樞安止,2
梅,2
天安宣化樓,2
永川君 定,2
敎官,2
金判官 漬,2
日本僧秀藺,2
鄭參議 蘭宗 榮墳,2
祁兵部題金參議赴京還出關圖,2
李侯出宰咸從,2
湖南節度使,2
宋判官赴沔川,2
金使君宗直乞郡,2
明使祁戶部 順 遊漢江,2
金可權奉使對馬島,2
平壤庶尹,2
李民曺赴嶺南幕,2
李參議出按忠淸,2
鄭修撰 淮 赴黃海監司幕下,2
許楊川 琮 巡察平安道以禦北,2
敬敏首座還臺山,2
壻李學正 孟思,2
伯 塤,2
我于沙門外數,2
金化縣,2
平海金使君 慶孫○,2
表侄南子順,2
讀書諸先生,2
中書堂板上李舍人,2
金修撰 宗直 作宰咸陽,2
金修撰 孟性 謫居,2
襄陽壁上,2
張內翰,2
詩作松竹圖,2
李交河,2
洪相公 應之○,2
成景武,2
從駕景靈宮,2
敍懷,2
金太守,2
李子野赴京,2
郞,2
靈通寺西樓,2
陜川東軒徐參判 居正,2
崔正字,2
林興德 壽昌 之任,2
靈山,2
楊通判,2
永川新郡守崔公 顥,2
希禹淡叟韵塞命,2
李靈山紬詩軸,2
徐相 居正,2
李漢城,2
承文院諸公,2
諫院諸公,2
韵還寄,2
仲兄,2
崔說書,2
淡叟韵,2
孫鳳山,2
子房之任龍潭,2
韵洪州東軒,2
留之志,2
遠人,2
崔監察榮赴晉州通判,2
東萊靖遠樓,2
梁司直德富詩軸,2
演雅,2
我直廬,2
申惠翁贈聡上人,2
聡上人,2
朴司諫安性,2
仁山府院君晉州東軒韵,2
高靈申相公,2
與玉堂修史錄,2
鄭敬差 永通 矗石樓所寄,2
金郭,2
僉使左右,2
善源却寄,2
申高靈相公 忠孝非殊致,2
韵林川金使君漬,2
晉山君京洛所寄,2
祖謙,2
尙衣院鄭正永通,2
李正言 孟專,2
龍宮,2
楊持平子由送朴掌令孝元韵,2
朴掌令孝元韵,2
權生員,2
李正郞貞元 時李餽余棗煎,2
以海雪,2
權監正 得經,2
于縉紳間,2
元參奉槩李生員承彥諸子韵,2
鄭比安 仲虔 韵,2
成均館諸公韵,2
鄭剛叟,2
曺伸,2
安陰訓噵韓同年從愈,2
鷗波軒,2
沔川時詩軸,2
彩筆,2
密陽柳府使壤,2
通之,2
梁都事 舜卿,2
金直長駿孫,2
朴高城始行之任,2
鄭正,2
方訓噵,2
鄭寧海仁耘,2
水鍾誼上人,2
鄭河東 獜趾 祈郞中 順,2
李主簿赴咸吉道楊節制幕,2
金牛峯嶟之任,2
全寧海 白完○,2
安富驛,2
恩上人還海印 戒恩號淸谷,2
李密陽 仁享○密陽以余得男爲,2
以復,2
李牧使 有仁 之任羅州,2
琴東萊 徽,2
士廉內相,2
金承旨,2
兵使李相公,2
富林君 湜,2
子俊令公贐行,2
金敎授 孝貞○,2
子俊相公,2
野雲,2
咸陽守金季昷,2
李觀察赴江原道,2
李都事出幕慶尙,2
具節度 文信 赴平安鎭,2
柳之柔,2
李直提學 亨元 奉使日本,2
柳別提,2
敏師惠襪,2
學梅,2
仁上人,2
仁師還鄕,2
善行,2
長湍閔處士,2
趙大丘退休詩卷,2
友人之枕江亭,2
移居,2
春懷古田舍,2
敎官舊友,2
淵明和郭主簿,2
竹西樓韻倚,2
洪川東軒,2
旌善東軒,2
之實,2
江華東軒,2
尹經歷 淡叟,2
朴觀察使 捷,2
矗石樓,2
于後,2
欽差副使張瑾,2
唐韻寓時興,2
日本國中山僧道誾,2
人出葬,2
泰仁東軒,2
成罄叔,2
務安守權平仲,2
公樂驛壁上鎦忠,2
曹大虛,2
撝光軒右,2
梁山澄心軒,2
艮甫中秋月,2
沈克孝,2
全羅監司李蓀,2
姜晉山先生,2
竹山,2
延豐,2
監司鄭公崇祖,2
南宮都事璨赴嶺南,2
安邊府使朴始行赴任,2
柳都事湫,2
金直提學勘宣慰日本使者行,2
柳侯子淸赴任古阜,2
河南公左右,2
量田敬差官朴彬還歸故鄕,2
同行諸相,2
李侯 元成 宰金溝,2
龍泉館,2
車輦館,2
宋參判仁寶 瑛 赴京賀千秋,2
李 景元,2
同年崔上舍淑文新堂,2
左議政,2
李國耳 昌臣 惠,2
朴相公 安性 由禮判出按關西,2
李衡仲,2
高副使,2
平澤東軒韻 並,2
高陽申公 浚 赴永安道觀察使,2
裵 季厚 赴任禮安,2
安東府使李 景元,2
柳希明,2
盧希亮 公弼,2
金季昷,2
朴艮甫 兼山,2
東門迎席,2
崔判官 潤身 赴任尙州,2
李撝光 謙,2
朴伯仁 孝元,2
金進士 粹洪 歸尙州,2
河南君鄭孝叔,2
李藩仲謫居,2
東萊主人咸陽郡伯,2
務安東軒,2
恩津東軒,2
趙主簿 淑,2
咸吉道評事張景胤 末孫,2
寄柳公,2
柳公,2
西北人,2
盧希亮,2
書狀口號,2
邵鎭,2
蘆峯口驛壁上,2
安州百祥樓,2
觀風樓徐達城,2
燕子樓先君,2
昌原碧寒樓,2
歙谷東軒,2
春川鳳儀樓,2
平海東軒,2
寧越北樓,2
憑虛樓,2
竹西樓,2
成川降仙樓,2
千秋使朴性之安性,2
登極進賀使盧右相思愼赴京,2
正朝使延原君李公崇元,2
兩使百祥樓,2
有本,2
唐杏,2
盆菊,2
希明,2
姜晉原赴京,2
許獻之 琛,2
金使相 宗直 按察湖南,2
善行浮屠,2
新寧客館,2
臨鏡堂,2
曺大虛重遊藏義寺,2
張,2
任判官北征,2
丹城東軒,2
同棲諸秀才,2
伯雪太守,2
呈伯雪太守,2
安國寺義禪師,2
慧師往倻山,2
中師還修道山,2
性旭歸狼山,2
能禪師,2
普海諸君子,2
金留後,2
逍遙堂姜文會,2
金益性,2
草溪沈太守,2
娥林交代子柔,2
春塘先生,2
祈順天使,2
戲,2
豐基大先生,2
舍弟好禮,2
張宛丘,2
洛江觀水樓,2
斷俗住持,2
茂朱東軒,2
唱雜,2
玉林禪,2
旅懷,2
陜川東軒,2
黃海李監司封,2
節,2
副使陽城君,2
道叟示見之,2
見之,2
招撫使金判校之永安道,2
